"Title","Release.Year","Locations","Fun.Facts","Production.Company","Distributor","Director","Writer","Actor.1","Actor.2","Actor.3","lon","lat"
"GirlBoss",2017,"1375 Haight St.","","Hippolyta Productions, LLC","Netflix","Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi","Kay Cannon","Britt Robertson","Ellie Reed","Amanda Rea",-122.4447426,37.7698938
"Birth of the Dragon",2016,"Waverly Pl between Washington and Sacramento","","BOTD U.S. Productions, Inc.","Kylin Pictures","George Nolfi ","Christopher Wilkinson, Stephen J. Rivele","Philip Ng","Billy Magnussen","Yu Xia",-122.4068497,37.7942088
"Looking Season 2 ep 206",2015,"1890 Clay Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4238729,37.7922528
"Murder in the First, Season 2",2015,"Treasure Island","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.370648,37.8235515
"Chance- Season 1 ep110",2016,"1 Urbano","","TVM Productions","HULU","Alexandra Cunningham and Kem Nunn","Michael Lehmann","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.463509,37.7244488
"Looking Season 2 ep 209",2015,"1890 Clay Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4238729,37.7922528
"Birth of the Dragon",2016,"California at Mason","","BOTD U.S. Productions, Inc.","Kylin Pictures","George Nolfi ","Christopher Wilkinson, Stephen J. Rivele","Philip Ng","Billy Magnussen","Yu Xia",-122.4108428,37.7918421
"When We Rise",2017,"United Nations Plaza","","Film 49 Productions","Amercian Broadcasting Company","Gus Van Sant","Dustin Lance Black","Guy Pierce","Mary-Louise Parker","Michael Kenneth Williams",-122.4141004,37.7800778
"Etruscan Smile",2017,"Laguna Honda Hospital, 375 Laguna Honda Blvd.","","Po Valley Productions, LLC","TBD","Oded Binnun/ Michel Brezis","Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro","Brian Cox","Roseanne Arquette","Thora Birch",-122.456924,37.7489202
"Chance- Season 1 ep110",2016,"San Francisco General Hospital","","TVM Productions","HULU","Alexandra Cunningham and Kem Nunn","Michael Lehmann","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4049965,37.7561161
"GirlBoss",2017,"Various Haight St. Vintage Shops","","Hippolyta Productions, LLC","Netflix","Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi","Kay Cannon","Britt Robertson","Ellie Reed","Amanda Rea",-122.4488782,37.7696426
"Chance- Season 1 ep103",2016,"San Francisco Art Institute, 800 Chestnut","","TVM Productions","HULU","Michael Lehmann","Kem Nunn","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4172161,37.8038552
"Murder in the First, Season 3",2016,"Hall of Justice (850 Bryant Street)","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.4040001,37.775146
"When We Rise",2017,"24th St. between Florida and Alabama","","Film 49 Productions","Amercian Broadcasting Company","Gus Van Sant","Dustin Lance Black","Guy Pierce","Mary-Louise Parker","Michael Kenneth Williams",-122.4121121,37.7678605
"Murder in the First, Season 2",2015,"Columbus Avenue between Washington and Bay Streets","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.4194155,37.7749295
"Murder in the First, Season 3",2016,"Pier 96","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.3723858,37.7418606
"Looking Season 2 ep 207",2015,"770 Haight Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.43489,37.771831
"Murder in the First, Season 1",2014,"504 Broadway","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.4056481,37.798165
"Budding Prospects, Pilot",2017,"1167 Alabama Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore",-122.4108224,37.7532795
"Pushing Dead",2016,"1069 Tennessee Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",-122.3888802,37.758393
"Chance- Season 1 ep102",2016,"John St. between Powell and Mason","","TVM Productions","HULU","Lenny Abrahamson","Alexandra Cunningham ","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4109304,37.7959474
"Sense8 - Season 2",2016,"Marina Morrison Bridal, 30 Maiden Ln.","","Unpronounceable Productions, LLC","Netflix","Wachowski Siblings","J. Michael Straczynski, Wachowiski Siblings","Jamie Clayton","Daryl Hannah","Naveen Andrews",-122.4227366,37.8057715
